"h","window","pI","D","fD","Het","RD","Q95","Q90","Qmax","U0","U20","U50","U80"
"0.24","46","0.03","0.18","0.04","0.01","0.03","0.03","0.03","0.03","0.05","0.02","0.02","1"
"0.24","47","0.02","0.2","0.02","0.02","0.02","0.02","0.02","0.02","0.04","0.02","0.02","1"
"0.24","48","0.01","0.08","0.01","0","0.01","0.02","0.01","0.02","0.03","0.03","0","1"
"0.24","49","0.01","0.25","0.01","0.03","0.01","0.02","0.02","0.02","0.07","0.06","0","1"
"0.24","50","0.02","0.11","0","0","0.01","0.04","0.02","0.05","0.04","0.04","0.02","1"
"0.24","51","0.01","0.28","0.01","0.02","0.01","0.01","0.01","0","0.03","0.03","0.03","1"
"0.24","52","0","0.24","0.01","0.03","0.01","0.02","0.02","0.01","0.02","0.02","0.01","1"
"0.24","53","0","0.3","0.01","0.02","0.02","0.02","0.02","0.01","0.02","0.02","0.02","1"
"0.24","54","0","0.25","0.01","0.02","0.02","0.01","0.01","0.01","0.03","0.01","0.03","1"
"0.24","55","0","0.25","0","0.02","0","0.02","0.02","0.01","0.02","0.02","0.03","1"
"0.24","56","0","0.25","0.01","0.01","0.02","0.01","0.01","0","0.05","0.04","0.02","1"
"0.24","57","0","0.28","0.01","0.02","0.01","0.01","0.01","0.01","0.04","0.01","0.03","1"
"0.24","58","0","0.27","0.02","0.01","0.03","0.02","0.01","0.01","0.03","0.01","0.03","1"
"0.24","59","0","0.27","0","0.03","0.01","0.02","0.01","0.01","0.03","0.02","0.04","1"
"0.24","60","0","0.28","0.02","0.01","0.01","0.02","0.02","0.01","0.02","0.04","0.02","1"
"0.24","61","0","0.28","0","0.04","0.01","0.01","0.01","0","0.04","0.02","0.03","1"
"0.24","62","0","0.26","0.01","0.02","0.01","0.01","0.01","0","0.04","0.01","0.02","1"
"0.24","63","0","0.24","0","0.02","0.01","0.01","0.01","0.01","0.02","0.01","0.02","1"
"0.24","64","0","0.33","0.01","0.03","0.02","0.01","0.01","0.01","0.02","0.02","0.02","1"
"0.24","65","0","0.31","0","0.02","0.02","0.02","0.02","0.01","0.01","0.03","0.03","1"
"0.24","66","0.01","0.24","0.01","0.04","0.01","0.02","0.02","0.01","0.03","0.03","0.02","1"
"0.24","67","0.01","0.21","0","0.01","0.01","0.02","0.02","0.03","0.03","0.03","0.02","1"
"0.24","68","0.03","0.22","0.01","0","0.01","0.02","0.02","0.02","0.03","0.01","0.02","1"
"0.24","69","0","0.26","0.01","0.01","0.02","0.02","0.02","0.02","0.04","0.05","0.02","1"
"0.24","70","0","0.26","0.01","0.01","0.01","0.02","0.02","0.02","0.03","0.03","0.01","1"
"0.24","71","0","0.28","0.02","0.02","0.01","0.02","0.02","0.02","0.04","0.04","0.01","1"
"0.24","72","0.03","0.2","0.01","0","0.01","0.04","0.04","0.03","0.05","0.01","0.04","1"
"0.24","73","0.05","0.21","0.02","0.02","0.04","0.05","0.05","0.05","0.03","0.01","0.04","1"
"0.24","74","0.06","0.23","0.03","0.01","0.04","0.03","0.03","0.03","0.03","0.01","0.04","1"
"0.24","75","0.04","0.07","0","0","0.01","0.07","0.07","0.07","0.03","0.02","0.01","1"
"0.24","76","0","0.25","0.02","0.03","0.01","0.03","0.03","0.03","0.05","0.04","0.02","1"
"0.24","77","0","0.26","0.01","0.02","0.01","0.03","0.03","0.03","0.07","0.04","0.03","1"
"0.24","78","0.03","0","0","0","0.02","0.07","0.06","0.07","0.03","0.04","0.03","1"
"0.24","79","0.04","0.24","0.01","0.01","0.03","0.05","0.05","0.04","0.07","0.1","0.06","1"
"0.24","80","0.03","0.22","0.03","0","0.04","0.04","0.04","0.03","0.1","0.06","0.04","1"
"0.24","81","0.02","0.05","0.03","0","0.02","0.05","0.04","0.05","0.01","0.02","0.02","1"
"0.24","82","0.04","0.16","0.02","0.03","0.03","0.04","0.04","0.04","0.04","0.04","0.03","1"
"0.24","83","0.02","0.07","0.03","0","0.02","0.03","0.03","0.03","0.05","0.04","0.03","1"
"0.24","84","0.03","0.17","0.01","0.02","0.03","0.03","0.01","0.02","0.08","0.06","0.02","1"
"0.24","85","0.02","0.24","0","0.01","0.01","0.01","0.01","0.01","0.04","0.06","0.02","1"
"0.24","86","0.03","0.22","0.01","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.02","1"
"0.24","87","0","0.25","0.01","0.02","0","0.02","0.02","0.02","0.05","0.04","0.01","1"
"0.24","88","0.01","0.13","0.01","0","0.01","0.01","0.01","0.01","0.06","0.02","0.01","1"
"0.24","89","0","0.15","0.01","0","0.02","0.01","0.01","0.01","0.05","0.03","0.01","1"
"0.24","90","0","0.13","0","0.01","0","0.01","0.01","0.01","0.06","0.03","0","1"
"0.24","91","0.01","0.17","0.01","0.01","0.01","0.01","0.01","0.01","0.06","0.02","0","1"
"0.24","92","0.01","0.24","0.01","0.03","0.01","0","0","0","0.08","0.04","0.01","1"
"0.24","93","0.01","0.17","0.01","0.03","0.01","0","0","0","0.07","0.02","0.01","1"
"0.24","94","0.01","0.13","0.01","0","0.01","0","0","0","0.06","0.03","0","1"
"0.24","95","0.01","0.19","0","0","0","0","0","0","0.08","0.06","0.01","1"
"0.24","96","0.02","0.18","0.02","0","0.02","0.02","0.02","0.02","0.07","0.07","0.01","1"
"0.24","97","0.02","0.2","0.02","0.01","0.02","0.02","0.02","0.02","0.08","0.08","0.02","1"
"0.24","98","0.02","0.18","0.02","0","0.02","0.02","0.02","0.02","0.03","0.04","0.02","1"
"0.24","99","0.03","0.16","0.03","0","0.02","0.02","0.02","0.02","0.04","0.05","0.02","1"
"0.245","1","0","0.2","0.03","0.02","0.04","0.04","0.04","0.04","0.05","0.03","0.07","1"
"0.245","2","0","0.19","0.03","0.03","0.05","0.04","0.04","0.04","0.05","0.03","0.04","1"
"0.245","3","0.04","0.17","0.04","0.01","0.06","0.04","0.04","0.04","0.05","0.08","0.06","1"
"0.245","4","0.04","0.17","0.04","0.01","0.04","0.04","0.04","0.03","0.06","0.04","0.05","1"
"0.245","5","0.03","0.21","0.03","0.01","0.04","0.03","0.03","0.03","0.05","0.04","0.03","1"
"0.245","6","0.04","0.26","0.02","0.01","0.03","0.04","0.04","0.04","0.1","0.04","0.03","1"
"0.245","7","0.04","0.21","0.03","0.02","0.02","0.04","0.04","0.04","0.06","0.03","0.03","1"
"0.245","8","0.04","0.07","0.02","0","0.02","0.03","0.03","0.03","0.01","0","0.02","1"
"0.245","9","0","0.17","0.02","0.04","0.02","0.02","0.02","0.02","0.03","0.02","0.02","1"
"0.245","10","0","0.22","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","1"
"0.245","11","0.03","0.12","0.03","0.01","0.03","0.03","0.03","0.03","0.02","0.02","0.02","1"
"0.245","12","0.03","0.17","0.03","0.01","0.04","0.03","0.03","0.03","0.05","0.02","0.03","1"
"0.245","13","0.03","0.13","0.04","0","0.03","0.03","0.03","0.03","0.01","0.02","0.02","1"
"0.245","14","0.03","0.18","0.03","0","0.03","0.03","0.03","0.03","0.01","0.01","0.03","1"
"0.245","15","0.03","0.13","0.03","0","0.03","0.03","0.03","0.03","0.01","0.02","0.02","1"
"0.245","16","0.03","0.21","0.02","0","0.02","0.02","0.02","0.02","0.04","0.03","0.02","1"
"0.245","17","0","0.22","0.02","0","0.02","0.02","0.02","0.02","0.04","0.04","0.03","1"
"0.245","18","0","0.21","0.02","0","0.02","0.02","0.02","0.02","0.04","0.03","0.03","1"
"0.245","19","0","0.24","0.02","0","0.02","0.02","0.02","0.02","0.07","0.04","0.03","1"
"0.245","20","0.03","0.26","0.02","0","0.02","0.02","0.02","0.02","0.06","0.04","0.03","1"
"0.245","21","0.03","0.19","0.02","0","0.02","0.02","0.02","0.02","0.04","0.05","0.02","1"
"0.245","22","0.03","0.2","0.02","0","0.02","0.02","0.02","0.02","0.03","0.05","0.01","1"
"0.245","23","0.03","0.25","0.02","0","0.02","0.02","0.02","0.02","0.01","0.05","0.01","1"
"0.245","24","0","0.23","0.01","0","0.01","0.02","0.02","0.02","0.01","0.03","0.02","1"
"0.245","25","0","0.26","0.02","0","0.02","0.02","0.02","0.02","0.02","0.04","0.02","1"
"0.245","26","0","0.24","0.02","0","0.02","0.02","0.02","0.02","0.04","0.04","0.02","1"
"0.245","27","0","0.23","0.02","0","0.02","0.02","0.02","0.02","0.04","0.04","0.01","1"
"0.245","28","0","0.23","0.02","0","0.02","0.02","0.02","0.02","0.02","0.02","0.02","1"
"0.245","29","0","0.25","0.03","0","0.02","0.02","0.02","0.02","0.01","0.03","0.01","1"
"0.245","30","0","0.2","0.02","0","0.02","0.02","0.02","0.02","0.05","0.05","0.01","1"
"0.245","31","0","0.22","0.02","0","0.02","0.02","0.02","0.02","0.02","0.05","0.01","1"
"0.245","32","0","0.25","0.02","0","0.02","0.02","0.02","0.02","0.02","0.01","0.02","1"
"0.245","33","0.03","0.19","0.02","0","0.02","0.02","0.02","0.02","0.02","0.03","0.01","1"
"0.245","34","0","0.24","0.02","0","0.02","0.02","0.02","0.02","0.03","0.03","0.02","1"
"0.245","35","0","0.25","0.02","0","0.02","0.02","0.02","0.02","0.05","0.05","0.02","1"
"0.245","36","0","0.24","0.02","0","0.02","0.02","0.02","0.02","0.04","0.05","0.02","1"
"0.245","37","0.01","0.18","0.01","0","0.02","0.02","0.02","0.02","0.01","0.02","0.02","1"
"0.245","38","0.01","0.22","0","0","0","0.01","0.01","0.01","0.05","0.05","0.01","1"
"0.245","39","0","0.24","0","0","0.01","0.01","0.01","0.01","0.05","0.02","0.02","1"
"0.245","40","0","0.24","0","0","0","0.01","0.01","0.01","0.06","0.03","0.02","1"
"0.245","41","0","0.23","0","0","0","0.01","0.01","0.01","0.05","0.03","0.02","1"
"0.245","42","0","0.26","0.01","0","0","0.01","0.01","0.01","0.05","0.02","0.01","1"
"0.245","43","0.02","0.22","0","0","0.01","0.01","0.01","0.01","0.04","0.03","0.01","1"
"0.245","44","0.02","0.29","0.01","0.01","0.01","0.01","0.01","0.01","0.03","0.04","0","1"
"0.245","45","0.02","0.26","0.01","0.01","0.01","0.01","0.01","0.01","0.03","0.03","0.01","1"
"0.245","46","0.02","0.16","0","0","0.01","0.02","0.02","0.02","0.05","0.02","0","1"
"0.245","47","0.02","0.18","0","0","0.02","0.02","0.02","0.02","0.03","0.02","0.01","1"
"0.245","48","0.01","0.08","0","0","0.01","0.02","0.02","0.03","0.01","0.02","0.01","1"
"0.245","49","0","0.25","0","0.02","0","0","0","0","0.06","0.04","0.01","1"
"0.245","50","0.01","0.07","0.01","0","0.01","0.02","0.02","0.02","0.03","0.02","0.01","1"
"0.245","51","0.01","0.19","0.01","0.01","0.01","0.02","0.02","0.01","0.05","0.04","0.01","1"
"0.245","52","0","0.26","0.02","0","0.01","0.02","0.02","0.01","0.04","0.02","0.02","1"
"0.245","53","0","0.27","0.02","0","0.01","0.02","0.02","0.01","0.05","0.03","0.02","1"
"0.245","54","0","0.24","0.01","0","0.01","0.02","0.02","0.01","0.05","0.05","0.02","1"
"0.245","55","0","0.22","0.02","0","0.01","0.02","0.02","0.01","0.05","0.04","0.02","1"
"0.245","56","0","0.26","0.01","0","0.01","0.02","0.02","0.01","0.03","0.02","0.01","1"
"0.245","57","0","0.24","0.02","0","0.01","0.02","0.02","0.01","0.05","0.04","0.02","1"
"0.245","58","0","0.24","0.02","0.01","0.01","0.02","0.02","0.01","0.06","0.03","0.01","1"
"0.245","59","0","0.24","0.02","0","0.01","0.02","0.02","0.01","0.05","0.03","0.02","1"
"0.245","60","0","0.19","0.02","0","0.01","0.02","0.02","0.01","0.04","0.03","0.01","1"
"0.245","61","0","0.24","0.02","0","0.01","0.02","0.02","0.01","0.06","0.04","0","1"
"0.245","62","0","0.28","0.01","0","0.01","0.02","0.02","0.01","0.05","0.03","0.01","1"
"0.245","63","0","0.21","0.01","0","0.01","0.02","0.02","0.01","0.03","0.04","0.02","1"
"0.245","64","0","0.22","0.01","0","0.01","0.02","0.02","0.01","0.06","0.03","0.01","1"
"0.245","65","0","0.25","0.02","0","0.01","0.02","0.02","0.01","0.05","0.03","0.01","1"
"0.245","66","0.01","0.23","0.01","0","0.01","0.02","0.02","0.01","0.04","0.03","0.01","1"
"0.245","67","0","0.14","0","0","0","0.02","0.01","0.01","0.03","0.03","0","1"
"0.245","68","0","0.17","0","0","0","0","0","0","0.03","0.03","0","1"
"0.245","69","0","0.21","0","0.01","0","0","0","0","0.02","0.03","0","1"
"0.245","70","0","0.22","0","0.03","0","0","0","0","0.03","0.03","0","1"
"0.245","71","0","0.19","0","0.01","0","0","0","0","0.05","0.04","0","1"
"0.245","72","0","0.14","0","0","0","0.01","0.01","0.01","0.03","0.03","0","1"
"0.245","73","0","0.15","0","0","0","0","0","0","0.04","0.02","0","1"
"0.245","74","0","0.14","0","0.01","0","0","0","0","0.04","0.01","0","1"
"0.245","75","0","0.07","0","0","0","0","0","0","0.02","0.01","0","1"
"0.245","76","0","0.23","0.01","0.03","0","0","0","0","0.02","0.01","0","1"
"0.245","77","0","0.26","0","0.03","0","0","0","0","0.03","0.02","0","1"
"0.245","78","0","0.03","0","0","0","0.01","0.01","0.04","0.04","0","0","1"
"0.245","79","0","0.11","0","0.03","0","0","0","0","0.03","0.01","0.01","1"
"0.245","80","0","0.2","0","0.02","0.01","0","0","0","0.03","0.02","0","1"
"0.245","81","0","0.07","0","0","0","0.01","0.01","0.02","0.01","0","0","1"
"0.245","82","0.01","0.11","0.02","0.01","0.02","0.01","0.01","0.01","0.02","0.03","0.01","1"
"0.245","83","0.01","0.04","0.01","0","0.01","0.01","0.01","0.02","0.05","0.04","0.01","1"
"0.245","84","0.01","0.07","0.01","0","0.01","0.04","0.03","0.04","0.05","0.02","0.03","1"
"0.245","85","0.01","0.27","0.02","0.01","0.02","0.01","0.01","0.01","0.04","0.02","0.02","1"
"0.245","86","0.01","0.2","0.02","0","0.01","0.01","0.01","0.01","0.04","0.01","0.02","1"
"0.245","87","0","0.2","0.01","0","0.01","0.01","0.01","0.01","0.03","0.01","0.02","1"
"0.245","88","0.02","0.15","0","0","0.01","0.02","0.02","0.02","0.04","0.02","0.01","1"
"0.245","89","0.03","0.17","0.01","0","0.02","0.03","0.03","0.03","0.02","0.03","0.03","1"
"0.245","90","0.04","0.28","0.02","0","0.03","0.04","0.04","0.03","0.04","0.03","0.06","1"
"0.245","91","0.05","0.3","0.03","0","0.03","0.04","0.04","0.03","0.02","0.03","0.05","1"
"0.245","92","0.05","0.31","0.05","0.01","0.04","0.03","0.03","0.03","0.04","0.02","0.05","1"
"0.245","93","0.05","0.25","0.02","0.01","0.03","0.03","0.03","0.03","0.02","0.05","0.03","1"
"0.245","94","0.05","0.18","0.05","0","0.05","0.04","0.04","0.04","0.03","0.03","0.04","1"
"0.245","95","0.04","0.21","0.05","0","0.06","0.04","0.04","0.04","0.04","0.04","0.04","1"
"0.245","96","0.02","0.23","0.05","0","0.03","0.04","0.04","0.04","0.03","0.04","0.05","1"
"0.245","97","0.02","0.18","0.03","0.02","0.03","0.03","0.03","0.03","0.06","0.05","0.05","1"
"0.245","98","0.03","0.3","0.05","0.02","0.05","0.05","0.05","0.05","0.05","0.06","0.05","1"
"0.245","99","0.03","0.2","0.03","0.01","0.04","0.03","0.03","0.03","0.05","0.04","0.04","1"
"0.25","1","0","0.28","0.03","0","0.03","0.03","0.03","0.03","0.05","0.06","0.04","1"
"0.25","2","0","0.32","0.03","0","0.04","0.03","0.03","0.03","0.04","0.05","0.04","1"
"0.25","3","0.04","0.26","0.03","0","0.04","0.03","0.03","0.03","0.08","0.04","0.04","1"
"0.25","4","0.04","0.24","0.02","0","0.02","0.02","0.02","0.02","0.06","0.04","0.04","1"
"0.25","5","0.04","0.28","0.02","0","0.03","0.03","0.03","0.03","0.03","0.03","0.03","1"
"0.25","6","0.04","0.24","0.02","0.01","0.03","0.03","0.03","0.03","0.05","0.04","0.03","1"
"0.25","7","0.04","0.25","0.04","0.01","0.04","0.04","0.04","0.04","0.06","0.05","0.04","1"
"0.25","8","0.03","0.13","0.02","0","0.04","0.04","0.04","0.04","0.02","0.02","0.04","1"
"0.25","9","0","0.28","0.02","0","0.04","0.02","0.02","0.02","0.03","0.05","0.03","1"
"0.25","10","0","0.32","0.03","0","0.03","0.02","0.02","0.02","0.03","0.03","0.03","1"
"0.25","11","0.03","0.23","0.02","0","0.02","0.02","0.02","0.02","0.03","0","0.03","1"
"0.25","12","0.02","0.21","0.02","0.01","0.01","0.02","0.02","0.03","0.03","0.01","0.02","1"
"0.25","13","0.02","0.2","0.02","0.01","0.02","0.02","0.02","0.02","0.03","0.02","0.02","1"
"0.25","14","0.02","0.26","0.02","0","0.01","0.01","0.01","0.01","0.02","0.03","0","1"
"0.25","15","0.02","0.21","0.02","0","0.01","0.01","0.01","0.02","0.04","0.02","0.01","1"
"0.25","16","0.03","0.17","0.02","0","0.03","0.03","0.03","0.03","0.01","0.01","0.01","1"
"0.25","17","0","0.21","0.02","0","0.04","0.02","0.02","0.02","0.05","0.01","0.03","1"
"0.25","18","0","0.23","0.02","0","0.02","0.02","0.02","0.02","0.03","0.02","0.02","1"
"0.25","19","0","0.24","0.01","0","0.03","0.02","0.02","0.02","0.02","0.02","0.03","1"
"0.25","20","0.04","0.23","0.01","0","0.03","0.02","0.02","0.02","0.03","0.03","0.03","1"
"0.25","21","0.04","0.23","0.01","0","0.02","0.02","0.02","0.02","0.02","0.01","0.02","1"
"0.25","22","0.04","0.2","0.01","0.01","0.02","0.02","0.02","0.02","0.03","0.01","0.02","1"
"0.25","23","0.03","0.29","0.01","0","0.02","0.02","0.02","0.02","0.02","0.02","0.01","1"
"0.25","24","0","0.26","0.02","0","0.01","0.01","0.01","0.01","0","0","0.01","1"
"0.25","25","0","0.28","0.01","0","0.02","0.01","0.01","0.01","0.02","0.02","0.02","1"
"0.25","26","0","0.27","0.02","0","0.02","0.01","0.01","0.01","0","0.01","0.02","1"
"0.25","27","0","0.28","0.01","0","0.03","0.01","0.01","0.01","0.04","0.02","0.02","1"
"0.25","28","0","0.25","0.02","0","0.02","0.01","0.01","0.01","0.03","0.02","0.01","1"
"0.25","29","0","0.26","0.02","0","0.01","0.01","0.01","0.01","0","0.04","0.02","1"
"0.25","30","0","0.21","0.01","0","0.03","0.01","0.01","0.01","0.01","0.01","0.03","1"
"0.25","31","0","0.25","0.01","0","0.01","0.01","0.01","0.01","0.02","0.01","0.02","1"
"0.25","32","0","0.28","0.02","0","0.02","0.01","0.01","0.01","0.03","0.02","0.02","1"
"0.25","33","0.03","0.2","0.02","0","0.03","0.02","0.01","0.03","0.03","0.03","0.02","1"
"0.25","34","0","0.26","0.01","0","0.03","0.01","0.01","0.01","0.01","0","0.02","1"
"0.25","35","0","0.22","0.01","0","0.01","0.01","0.01","0.01","0.01","0.01","0.02","1"
"0.25","36","0","0.23","0.02","0","0.02","0.01","0.01","0.01","0.02","0","0.01","1"
"0.25","37","0.01","0.19","0.01","0","0.01","0.01","0.01","0.02","0.02","0.01","0.01","1"
"0.25","38","0.02","0.25","0.01","0","0.02","0.02","0.02","0.02","0.04","0.01","0.01","1"
"0.25","39","0","0.31","0.01","0","0.02","0.02","0.02","0.02","0.02","0.05","0.02","1"
"0.25","40","0","0.27","0.01","0","0.01","0.02","0.02","0.02","0.06","0.01","0.02","1"
"0.25","41","0","0.3","0.01","0","0.02","0.02","0.02","0.02","0.04","0.01","0.02","1"
"0.25","42","0","0.29","0.01","0","0.02","0.02","0.02","0.02","0.06","0.03","0.02","1"
"0.25","43","0.02","0.24","0.01","0","0.02","0.02","0.02","0.02","0.05","0.02","0.02","1"
"0.25","44","0.02","0.18","0","0.01","0.03","0.02","0.02","0.02","0.03","0.02","0.04","1"
"0.25","45","0.03","0.18","0.01","0.03","0.02","0.02","0.02","0.02","0.04","0.02","0.04","1"
"0.25","46","0.02","0.1","0.01","0.01","0.01","0.03","0.03","0.02","0.05","0.01","0.02","1"
"0.25","47","0.02","0.17","0.01","0.01","0","0.02","0.02","0.01","0.04","0.03","0.02","1"
"0.25","48","0.02","0.07","0.01","0","0.02","0.03","0.03","0.03","0.02","0.02","0","1"
"0.25","49","0.02","0.22","0.01","0.01","0.01","0.03","0.03","0.02","0.05","0.02","0.02","1"
"0.25","50","0.01","0.1","0.01","0","0.01","0.03","0.03","0.02","0.03","0.01","0.02","1"
"0.25","51","0.01","0.25","0","0.03","0","0.01","0.01","0.01","0.02","0.03","0","1"
"0.25","52","0","0.22","0","0.02","0","0.01","0.01","0.01","0.02","0.03","0","1"
"0.25","53","0","0.21","0.01","0.03","0.01","0.01","0.01","0.01","0.02","0.03","0","1"
"0.25","54","0","0.24","0","0.04","0.01","0.01","0.01","0.01","0.02","0.03","0.01","1"
"0.25","55","0","0.21","0","0.03","0.01","0.01","0.01","0.01","0.03","0.03","0","1"
"0.25","56","0","0.22","0","0.03","0.01","0.01","0.01","0.01","0.02","0.02","0","1"
"0.25","57","0","0.16","0","0.04","0.01","0.01","0.01","0.01","0.02","0.01","0","1"
"0.25","58","0","0.24","0","0.03","0.01","0.01","0.01","0.01","0.02","0.01","0.01","1"
"0.25","59","0","0.22","0","0.03","0.01","0.01","0.01","0.01","0.02","0.02","0","1"
"0.25","60","0","0.2","0","0.02","0.01","0.01","0.01","0.01","0.01","0.03","0","1"
"0.25","61","0","0.23","0.01","0.04","0.01","0.01","0.01","0.01","0.02","0.01","0.01","1"
"0.25","62","0","0.19","0.01","0.05","0.01","0.01","0.01","0.01","0.01","0.02","0.01","1"
"0.25","63","0","0.25","0","0.02","0.01","0.01","0.01","0.01","0.02","0.02","0","1"
"0.25","64","0","0.2","0","0.03","0","0.01","0.01","0.01","0.03","0.03","0","1"
"0.25","65","0","0.24","0","0.03","0.01","0.01","0.01","0.01","0.02","0.02","0.01","1"
"0.25","66","0.01","0.22","0.01","0.04","0.01","0.01","0.01","0.01","0.05","0.04","0","1"
"0.25","67","0.01","0.11","0","0.01","0.01","0.01","0.01","0.01","0.02","0.03","0","1"
"0.25","68","0.02","0.18","0.02","0.01","0.03","0.01","0.01","0.01","0.02","0.01","0.01","1"
"0.25","69","0","0.22","0.03","0.02","0.04","0.01","0.01","0.01","0.03","0.01","0","1"
"0.25","70","0","0.18","0","0.02","0.01","0.01","0.01","0.01","0.05","0.04","0.01","1"
"0.25","71","0","0.18","0.01","0.03","0.01","0.01","0.01","0.01","0.04","0.02","0.01","1"
"0.25","72","0","0.13","0","0.02","0","0.01","0.01","0.01","0.03","0.04","0","1"
"0.25","73","0.01","0.24","0.01","0","0.01","0.01","0.01","0.01","0.05","0.02","0.01","1"
"0.25","74","0.02","0.17","0.01","0","0.01","0.01","0.01","0.01","0.03","0.01","0.02","1"
"0.25","75","0.02","0.07","0.01","0","0.02","0.04","0.04","0.04","0","0.03","0","1"
"0.25","76","0","0.24","0.03","0.03","0.03","0.04","0.04","0.04","0.05","0.02","0.03","1"
"0.25","77","0","0.27","0.03","0.01","0.03","0.04","0.04","0.04","0.04","0.03","0.02","1"
"0.25","78","0.02","0.05","0","0.01","0.01","0.04","0.04","0.04","0.02","0.01","0.01","1"
"0.25","79","0.02","0.15","0.01","0","0.01","0.03","0.03","0.03","0.03","0.02","0.03","1"
"0.25","80","0.02","0.17","0.01","0","0.02","0.02","0.02","0.02","0.04","0.03","0.03","1"
"0.25","81","0.03","0.05","0.03","0","0.04","0.04","0.04","0.04","0.03","0.02","0.03","1"
"0.25","82","0.03","0.22","0.04","0.01","0.04","0.03","0.03","0.04","0.03","0.05","0.03","1"
"0.25","83","0.02","0.07","0.01","0","0.02","0.04","0.04","0.05","0.02","0.01","0.02","1"
"0.25","84","0.02","0.15","0.01","0","0.02","0.03","0.02","0.04","0.05","0.01","0.04","1"
"0.25","85","0.02","0.2","0.03","0","0.03","0.03","0.03","0.03","0.03","0.01","0.03","1"
"0.25","86","0.01","0.24","0.02","0.01","0.04","0.01","0.01","0.01","0.01","0.02","0.02","1"
"0.25","87","0.01","0.22","0.04","0.01","0.04","0.01","0.01","0.01","0.02","0.02","0.02","1"
"0.25","88","0.01","0.1","0.01","0","0.02","0.04","0.04","0.04","0.01","0","0.01","1"
"0.25","89","0.03","0.1","0.03","0","0.04","0.04","0.03","0.04","0.01","0.01","0.03","1"
"0.25","90","0.03","0.14","0.02","0","0.03","0.03","0.03","0.03","0.01","0.02","0.04","1"
"0.25","91","0.03","0.2","0.02","0","0.03","0.03","0.03","0.03","0.02","0.03","0.04","1"
"0.25","92","0.02","0.21","0.01","0.03","0.02","0.02","0.02","0.02","0.04","0.02","0.03","1"
"0.25","93","0.02","0.21","0.01","0","0.01","0.02","0.02","0.02","0.03","0.03","0.03","1"
"0.25","94","0.02","0.16","0.02","0","0.02","0.02","0.02","0.02","0.03","0.03","0.03","1"
"0.25","95","0.01","0.13","0.01","0","0.03","0.02","0.02","0.02","0.04","0.02","0.02","1"
"0.25","96","0.01","0.18","0.01","0","0.01","0.01","0.01","0.01","0.02","0.01","0.02","1"
"0.25","97","0.01","0.14","0.02","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","1"
"0.25","98","0.01","0.2","0.03","0.02","0.01","0.01","0.01","0.01","0.04","0.01","0.02","1"
"0.25","99","0.01","0.19","0.03","0.01","0.02","0.01","0.01","0.01","0.02","0.02","0.02","1"
"0.255","1","0","0.23","0.03","0","0.03","0.02","0.02","0.02","0.06","0.04","0.04","1"
"0.255","2","0","0.18","0.02","0.01","0.03","0.02","0.02","0.02","0.02","0.02","0.04","1"
"0.255","3","0.04","0.19","0.01","0","0.03","0.02","0.02","0.02","0.04","0.04","0.04","1"
"0.255","4","0.04","0.17","0.01","0.02","0.02","0.02","0.02","0.02","0.08","0.08","0.03","1"
"0.255","5","0.04","0.22","0.01","0.01","0.04","0.03","0.03","0.02","0.07","0.04","0.03","1"
"0.255","6","0.05","0.22","0.02","0.01","0.05","0.03","0.03","0.03","0.05","0.03","0.04","1"
"0.255","7","0.05","0.24","0.02","0.01","0.03","0.03","0.03","0.03","0.02","0.07","0.04","1"
"0.255","8","0.04","0.16","0.01","0","0.04","0.03","0.03","0.03","0.04","0.03","0.02","1"
"0.255","9","0","0.22","0.01","0.01","0.04","0.01","0.01","0.01","0.05","0.05","0.03","1"
"0.255","10","0","0.21","0.01","0.01","0.02","0.01","0.01","0.01","0.04","0.03","0.03","1"
"0.255","11","0.01","0.13","0.01","0.01","0.02","0.02","0.02","0.02","0.03","0.03","0.02","1"
"0.255","12","0.01","0.23","0","0","0.01","0.02","0.02","0.02","0.04","0.01","0.02","1"
"0.255","13","0.02","0.17","0","0","0","0.01","0.01","0.01","0.03","0","0.01","1"
"0.255","14","0","0.19","0.01","0","0","0.01","0.01","0.01","0","0","0.02","1"
"0.255","15","0.01","0.23","0.01","0","0.01","0.01","0.01","0.01","0.03","0.02","0.01","1"
"0.255","16","0","0.27","0.02","0","0.01","0","0","0","0.04","0.03","0","1"
"0.255","17","0","0.31","0.01","0","0.01","0","0","0","0.03","0.03","0","1"
"0.255","18","0","0.29","0.01","0","0.01","0","0","0","0.03","0.04","0","1"
"0.255","19","0","0.34","0.01","0","0.01","0","0","0","0.03","0.03","0","1"
"0.255","20","0","0.31","0.02","0","0.01","0","0","0","0.03","0.04","0","1"
"0.255","21","0","0.27","0.02","0","0.01","0","0","0","0.04","0.02","0.01","1"
"0.255","22","0","0.28","0.01","0.01","0","0","0","0.01","0.04","0.04","0.01","1"
"0.255","23","0","0.29","0.01","0.01","0","0","0","0","0.02","0.04","0.01","1"
"0.255","24","0","0.31","0.02","0.01","0","0","0","0","0.02","0.03","0.01","1"
"0.255","25","0","0.3","0.01","0.01","0","0","0","0.01","0.02","0.04","0.01","1"
